 9 0.999999811053562 1.01722259342699
 11 0.999587658944779 0.99385414630478
 19 0.997925636447302 1.0063033273586
 22 0.989776227519767 0.973524345205085
 29 0.97073863708603 0.951277459498521
 33 0.96009379707585 0.955916127193075
 39 0.944126388142496 0.933176658461481
 44 0.931059995373657 0.912129208525589
 49 0.917993531731551 0.924765345958655
 55 0.902620794363343 0.929423720426881
 59 0.892372164807407 0.895315152189819
 66 0.874858939641787 0.878874365681482
 69 0.867353293988678 0.887610914800141
 77 0.847785922726378 0.848974596028909
 79 0.842894103481712 0.848985755994263
 88 0.83237481405589 0.829011613033741
 89 0.831205888518126 0.828704133459361
 99 0.807823351175219 0.808888562620313
 109 0.779121310864896 0.786381406938047
 110 0.77631345417554 0.776252149913632
 119 0.751042820774906 0.756749889814251
 121 0.745585969175354 0.732134962762848
 129 0.723758566435087 0.723820015722546
 132 0.715717201841988 0.725510391009964
 139 0.696954020548539 0.697223175175415
 143 0.68646246764278 0.67349142047977
 149 0.670725076033402 0.668328166140843
 154 0.657861133646678 0.662317372691344
 159 0.644997187699813 0.657514340724487
 165 0.629851520352139 0.621581418804898
 169 0.61975441688066 0.626779273090415
 176 0.602487407389775 0.585884236756459
 179 0.595087253950168 0.597729143403102
 187 0.575681893808323 0.580350965840298
 189 0.570830568007055 0.572046209133092
 198 0.549416907668722 0.541541840673101
 199 0.547037560114431 0.548612747410106
 209 0.523729613746048 0.538541249955535
 219 0.500704189037897 0.513368588184931
 220 0.497837706149487 0.50676216119614
 229 0.472039332645793 0.477205527084727
 231 0.466372465615925 0.488838142877278
 239 0.443705011167859 0.437219925680493
 242 0.435302251160462 0.432986828416903
 249 0.415695826849098 0.416071875495965
 253 0.404690424332785 0.401912894973921
 259 0.388182323384162 0.39285382966983
 264 0.37474272150017 0.378923137070906
 269 0.361303120788802 0.367484106358756
 275 0.345380258106417 0.338508666896052
 279 0.33476502597149 0.333439320473033
 286 0.316412252844235 0.313210164070985
 289 0.308546738752642 0.302731294760027
 297 0.287981499998565 0.284780383973117
 299 0.282840191132878 0.274816315777158
 308 0.260231996792122 0.273443081396385
 309 0.257719953569755 0.251919518622741
 319 0.232983524949703 0.231578003318462
 329 0.208572150752592 0.225291260764646
 330 0.207905468886441 0.22729540104205
 339 0.201905298645643 0.206577487404493
 341 0.199589040875074 0.210143334269163
 349 0.190323859821764 0.195116540264097
 352 0.182579938375238 0.187682610356096
 359 0.164510700875708 0.151127109700629
 363 0.161788969441419 0.158451310797697
 369 0.15770634207812 0.162343283034236
 374 0.157696338778412 0.149316304212486
 379 0.157686348622417 0.164821037715053
 385 0.15768043157753 0.15766516626921
 389 0.157676482590873 0.161593237909514
 396 0.157668465879349 0.170786320474533
 399 0.157665027844229 0.153198631274023
